total_timesteps,approx_kl,capture_accuracy,capture_attempts,captured_targets,clip_fraction,clip_range,discounted_cost,entropy_loss,ep_len_mean,ep_rew_mean,explained_variance,fps,iterations,jc_hat,lambda,learning_rate,loss,mean_power,n_delegate,n_lookahead,n_move_noop,n_payload,n_roll,n_sense_noop,n_updates,normalised_power,policy_gradient_loss,slack,targets_imaged,threshold,time_elapsed,value_loss,violation
1024.0,,,,,,,,,,,,741.0,1.0,,0.0,,,,,,,,,,,,,5.0,,499.99999999999955,1.0,,
150528.0,0.003848204,0.32175399151502093,271.6875,3.9375,0.130859375,0.1,45.51835285506051,-1.2794636711478233,300.0,3.93,0.2296409010887146,503.0,147.0,,0.0,0.0001,0.018684448674321175,724.2029166666667,0.0,20.96875,41.625,271.6875,258.375,7.34375,584.0,0.48280194444444446,-0.004724704776890576,5.0,12.125,499.99999999999955,299.0,0.08441403554752469,
300032.0,0.0025464157,0.3706603393961189,287.21875,6.28125,0.063720703125,0.1,47.51868420730804,-1.202285386621952,300.0,5.75,0.574614405632019,514.0,293.0,47.701565983406,0.0,0.0001,0.0306544192135334,751.3372916666667,0.0,11.78125,88.03125,287.21875,211.96875,1.0,1168.0,0.5008915277777778,-0.005599032272584736,5.0,16.46875,499.99999999999955,583.0,0.1212092163041234,-452.29843401659355
450560.0,0.0017890539,0.45941784347728615,258.53125,10.78125,0.0537109375,0.1,44.33874318609421,-1.217319518327713,300.0,10.19,0.6337836980819702,531.0,440.0,,0.0,0.0001,0.05815139785408974,703.554375,0.0,38.4375,36.65625,258.53125,263.34375,3.03125,1756.0,0.46903625000000004,-0.0034922677150461823,5.0,23.21875,499.99999999999955,848.0,0.20380945317447186,
600064.0,0.0034836023,0.48998281629630014,219.15625,13.96875,0.1201171875,0.1,40.379385466728706,-1.1982141956686974,300.0,13.48,0.4620068073272705,531.0,586.0,40.625298371813855,0.0,0.0001,0.06376799196004868,630.744375,0.0,73.59375,18.40625,219.15625,281.59375,7.25,2340.0,0.42049625,-0.008341675769770518,5.0,28.625,499.99999999999955,1128.0,0.21123635582625866,-459.3747016281857
750592.0,0.004368703,0.4791947404258392,171.59375,14.875,0.120849609375,0.1,35.00935847864976,-1.344324454665184,300.0,15.3,0.7776583433151245,531.0,733.0,,0.0,0.0001,0.0587463453412056,534.7914583333334,0.0,114.03125,51.78125,171.59375,248.21875,14.375,2928.0,0.3565276388888889,-0.006207538390299305,5.0,31.09375,499.99999999999955,1413.0,0.24031438864767551,
900096.0,0.0034933754,0.46961007179358294,170.28125,16.0625,0.10595703125,0.1,33.20151910262139,-1.4520878195762634,300.0,16.5,0.7241175174713135,533.0,879.0,32.652002183859686,0.0,0.0001,0.0643078163266182,509.11479166666663,0.0,78.8125,42.75,170.28125,257.25,50.90625,3512.0,0.33940986111111116,-0.009975693130400032,5.0,34.03125,499.99999999999955,1687.0,0.22555746976286173,-467.34799781613987
1050624.0,0.006031748,0.5110062254939809,121.25,17.90625,0.129150390625,0.1,26.002389597916608,-1.420431062579155,300.0,17.22,0.7252449989318848,537.0,1026.0,,0.0,0.0001,0.07882960140705109,392.82708333333335,0.0,85.25,26.09375,121.25,273.90625,93.5,4100.0,0.26188472222222225,-0.008554059488233179,4.9797504,35.1875,497.97503999999964,1954.0,0.23965145274996758,
1200128.0,0.0035407087,0.4720802592754333,127.25,17.96875,0.158935546875,0.1,27.33648913851252,-1.3355046510696411,300.0,18.28,0.7397592067718506,539.0,1172.0,27.335369885169772,0.0,0.0001,0.07745794951915741,408.91375000000005,0.0,85.40625,17.90625,127.25,282.09375,87.34375,4684.0,0.2726091666666667,-0.005604420730378479,4.9199488,38.1875,491.9948799999996,2222.0,0.24631010461598635,-464.65951011482986
1350656.0,0.0030932075,0.49076542064613093,79.40625,17.84375,0.091552734375,0.1,20.742659714400638,-1.3271071165800095,300.0,17.7,0.8343589901924133,541.0,1319.0,,0.0,0.0001,0.03567199409008026,311.50312499999995,0.0,120.65625,28.75,79.40625,271.25,99.9375,5272.0,0.20766875,-0.009169084660243243,4.8597376,36.6875,485.9737599999996,2495.0,0.18180457409471273,
1500160.0,0.002808958,0.4629770231031124,109.375,17.875,0.127685546875,0.1,25.579448189415977,-1.2982846274971962,300.0,18.06,0.7063075304031372,542.0,1465.0,26.187880298873846,0.0,0.0001,0.05930815264582634,381.54791666666665,0.0,111.625,19.21875,109.375,280.78125,79.0,5856.0,0.25436527777777773,-0.007514377241022885,4.799936,38.75,479.99359999999956,2764.0,0.20176158007234335,-453.8057197011257
1650688.0,0.003633963,0.4984822445652842,89.53125,18.375,0.144287109375,0.1,22.71844081097838,-1.311226412653923,300.0,18.37,0.6388427019119263,543.0,1612.0,,0.0,0.0001,0.04721469432115555,353.49604166666666,0.0,144.34375,21.34375,89.53125,278.65625,66.125,6444.0,0.23566402777777778,-0.009198419109452516,4.7397248,36.84375,473.9724799999996,3037.0,0.1909729177132249,
1800192.0,0.00382339,0.4918549541471091,109.8125,18.9375,0.11279296875,0.1,24.414680669813006,-1.2701863273978233,300.0,19.02,0.6161220073699951,542.0,1758.0,25.378378184478166,0.0,0.0001,0.059515465050935745,374.40125,0.0,99.5625,20.875,109.8125,279.125,90.625,7028.0,0.24960083333333333,-0.008653405937366188,4.6799232,38.59375,467.9923199999996,3319.0,0.23358302656561136,-442.61394181552146
1950720.0,0.0046430277,0.45090228133183397,98.84375,17.96875,0.138916015625,0.1,21.320661311388108,-1.1578268483281136,300.0,18.32,0.6909980773925781,542.0,1905.0,,0.0,0.0001,0.07045633345842361,331.829375,0.0,75.375,12.75,98.84375,287.25,125.78125,7616.0,0.22121958333333333,-0.007228339905850589,4.619712,39.8125,461.9711999999996,3595.0,0.19503804668784142,
2100224.0,0.0035328283,0.4785898947807598,97.9375,18.25,0.12841796875,0.1,21.727772281246764,-1.1937768161296844,300.0,19.08,0.7041526436805725,543.0,2051.0,20.896014843417674,0.0,0.0001,0.05509024113416672,335.51125,0.0,84.375,13.1875,97.9375,286.8125,117.6875,8200.0,0.22367416666666667,-0.010788623825646937,4.5599104,38.1875,455.9910399999996,3866.0,0.2294753510504961,-435.0950251565819
2250752.0,0.007519302,0.5157651422133758,76.46875,19.25,0.216796875,0.1,18.9721719529619,-1.2189713940024376,300.0,19.44,0.7626453042030334,541.0,2198.0,,0.0,0.0001,0.06330665200948715,292.4010416666667,0.0,101.5,20.3125,76.46875,279.6875,122.03125,8788.0,0.1949340277777778,-0.008465692633762956,4.4996992,37.53125,449.96991999999966,4160.0,0.193698744289577,
2400256.0,0.0049024606,0.4731058147704777,89.21875,18.0,0.139404296875,0.1,20.00093624133649,-1.3470367640256882,300.0,18.31,0.7677280902862549,541.0,2344.0,20.480975793280187,0.0,0.0001,0.024872642010450363,322.9389583333333,0.0,101.75,32.84375,89.21875,267.15625,109.03125,9372.0,0.2152926388888889,-0.009575817501172423,4.4398976,38.34375,443.98975999999965,4433.0,0.1351734553463757,-423.50878420671944
2550784.0,0.0050309086,0.4759302108121478,97.34375,19.34375,0.13525390625,0.1,21.195344138811404,-1.163841262459755,300.0,19.54,0.7119629383087158,539.0,2491.0,,0.0,0.0001,0.11369477212429047,338.3564583333333,0.0,93.96875,30.40625,97.34375,269.59375,108.6875,9960.0,0.22557097222222222,-0.008017615240532905,4.3796864,40.625,437.9686399999996,4724.0,0.33330794982612133,
2700288.0,0.0065021487,0.5166190554912727,79.65625,19.53125,0.1455078125,0.1,19.988934308001294,-1.239232175052166,300.0,19.7,0.5923648476600647,538.0,2637.0,19.24628179847445,0.0,0.0001,0.07927992939949036,308.56395833333335,0.0,116.75,36.75,79.65625,263.25,103.59375,10544.0,0.20570930555555555,-0.013884278567275032,4.3198848,37.90625,431.9884799999996,5014.0,0.29036987014114857,-412.7421982015251
2850816.0,0.006404279,0.5044629984169348,68.75,19.71875,0.11279296875,0.1,18.121184013090456,-1.1281675547361374,300.0,19.69,0.6907053589820862,538.0,2784.0,,0.0,0.0001,0.07149776816368103,276.775,0.0,109.3125,33.125,68.75,266.875,121.9375,11132.0,0.18451666666666666,-0.00905505329137668,4.2596736,39.1875,425.96735999999964,5294.0,0.23360274452716112,
3000320.0,0.003646186,0.4976411708969244,69.125,20.28125,0.141845703125,0.1,17.88428481809853,-1.0284899286925793,300.0,19.91,0.7416509389877319,538.0,2930.0,17.656572121782833,0.0,0.0001,0.09088797122240067,270.22833333333335,0.0,95.09375,16.5,69.125,283.5,135.78125,11716.0,0.1801522222222222,-0.008000272326171398,4.199872,40.8125,419.98719999999963,5569.0,0.3204404506832361,-402.3306278782168
3150848.0,0.005993192,0.5018182704130811,74.65625,20.8125,0.162841796875,0.1,20.06166767884943,-1.0257635116577148,300.0,19.74,0.6466058492660522,539.0,3077.0,,0.0,0.0001,0.06664133071899414,310.2885416666667,0.0,135.71875,23.59375,74.65625,276.40625,89.625,12304.0,0.20685902777777776,-0.010955730511341244,4.1396608,41.65625,413.96607999999964,5841.0,0.2297458229586482,
3300352.0,0.0042036898,0.4902599958803042,81.34375,19.75,0.158935546875,0.1,20.694517709502055,-1.0596441701054573,300.0,20.1,0.6994811296463013,540.0,3223.0,21.92211031523705,0.0,0.0001,0.08880741894245148,312.8152083333333,0.0,113.75,19.8125,81.34375,280.1875,104.90625,12888.0,0.20854347222222222,-0.009558629128150642,4.0798592,40.3125,407.9859199999996,6110.0,0.27091905381530523,-386.0638096847626
3450880.0,0.0046945326,0.5427038554435186,71.28125,20.4375,0.165771484375,0.1,20.093976310232243,-1.0956825241446495,300.0,20.5,0.7417876720428467,542.0,3370.0,,0.0,0.0001,0.07581230252981186,300.04937499999994,0.0,134.625,32.53125,71.28125,267.46875,94.09375,13476.0,0.20003291666666667,-0.00639697938458994,4.019648,37.71875,401.9647999999997,6355.0,0.2639693208038807,
3600384.0,0.0055279033,0.5160524133352394,80.03125,19.5625,0.114990234375,0.1,21.229073915679116,-1.123118370771408,300.0,20.26,0.7315257787704468,545.0,3516.0,20.332671366172743,0.0,0.0001,0.05552065372467041,319.9739583333333,0.0,132.875,39.0625,80.03125,260.9375,87.09375,14060.0,0.2133159722222222,-0.008134002448059618,3.9598464,37.96875,395.9846399999997,6604.0,0.19981242436915636,-375.6519686338269
3750912.0,0.008764617,0.4882326017265309,106.40625,20.125,0.218505859375,0.1,23.206070936917783,-1.2107510939240456,300.0,20.52,0.7081288695335388,538.0,3663.0,,0.0,0.0001,0.10740502178668976,359.021875,0.0,93.75,45.78125,106.40625,254.21875,99.84375,14648.0,0.23934791666666666,-0.005249164096312597,3.8996352,41.28125,389.9635199999997,6961.0,0.29737664107233286,
3900416.0,0.008073338,0.5041239089351583,92.25,20.25,0.223388671875,0.1,21.959482984765586,-0.9682544581592083,300.0,20.03,0.767699658870697,533.0,3809.0,20.5222398591511,0.0,0.0001,0.06651759147644043,335.79,0.0,109.40625,31.4375,92.25,268.5625,98.34375,15232.0,0.22386,-0.008973856805823743,3.8398336,40.21875,383.98335999999966,7315.0,0.23264000844210386,-363.46112014084855
4050944.0,0.003947288,0.5158143712843724,101.0625,20.28125,0.1640625,0.1,23.991212437198897,-1.0590751692652702,300.0,20.57,0.7803590297698975,533.0,3956.0,,0.0,0.0001,0.08833443373441696,365.93,0.0,120.28125,24.28125,101.0625,275.71875,78.65625,15820.0,0.24395333333333336,-0.008896176295820624,3.7796224,39.1875,377.96223999999967,7599.0,0.265666457824409,
4200448.0,0.0044292146,0.533113280212809,68.875,21.3125,0.134521484375,0.1,19.55974050892324,-0.991541713476181,300.0,20.75,0.7779899835586548,535.0,4102.0,19.557195557637186,0.0,0.0001,0.08977528661489487,295.2854166666667,0.0,133.09375,13.59375,68.875,286.40625,98.03125,16404.0,0.19685694444444446,-0.011549313901923597,3.7198208,40.21875,371.98207999999966,7841.0,0.27383473608642817,-352.42488444236244
4350976.0,0.0060362876,0.4958059178516715,61.28125,19.65625,0.12060546875,0.1,18.05336846874424,-0.9515740796923637,300.0,20.86,0.6118555068969727,538.0,4249.0,,0.0,0.0001,0.15905551612377167,283.333125,0.0,145.59375,24.4375,61.28125,275.5625,93.125,16992.0,0.18888875,-0.008008232340216637,3.6596096,39.75,365.9609599999997,8084.0,0.40269667468965054,
4500480.0,0.0038219062,0.480059197995095,81.125,19.5,0.2021484375,0.1,21.36247769744876,-1.130278803408146,300.0,20.54,0.6547757387161255,540.0,4395.0,21.8424652286528,0.0,0.0001,0.08666841685771942,321.55208333333337,0.0,131.84375,42.96875,81.125,257.03125,87.03125,17576.0,0.21436805555555558,-0.00835796829778701,3.599808,40.625,359.9807999999997,8332.0,0.23557323310524225,-338.1383347713469
4651008.0,0.005304808,0.5046044049202447,109.3125,20.4375,0.130615234375,0.1,24.183369719505254,-1.0901788026094437,300.0,20.76,0.7921925783157349,542.0,4542.0,,0.0,0.0001,0.067049041390419,372.96166666666664,0.0,100.09375,25.40625,109.3125,274.59375,90.59375,18164.0,0.2486411111111111,-0.01205292867962271,3.5395968,40.5625,353.9596799999997,8575.0,0.20294999051839113,
4800512.0,0.0042715017,0.503444705640855,81.59375,20.21875,0.142822265625,0.1,20.31632056330903,-1.0942196696996689,300.0,20.8,0.7726893424987793,544.0,4688.0,21.216414386162942,0.0,0.0001,0.04316724091768265,312.5047916666667,0.0,112.9375,23.09375,81.59375,276.90625,105.46875,18748.0,0.20833652777777778,-0.012319015804678202,3.4797952,40.25,347.9795199999997,8817.0,0.15175742004066706,-326.76310561383673
4951040.0,0.008031267,0.5293884370297778,86.3125,21.15625,0.15234375,0.1,20.04151050831,-1.0539848506450653,300.0,21.48,0.6900011301040649,544.0,4835.0,,0.0,0.0001,0.07525759190320969,305.1625,0.0,84.375,23.90625,86.3125,276.09375,129.3125,19336.0,0.20344166666666666,-0.011786808783654124,3.419584,40.21875,341.9583999999997,9096.0,0.2450435934588313,
5100544.0,0.0071077878,0.5389778367134735,83.46875,20.8125,0.146484375,0.1,20.490659776557145,-1.1300428807735443,300.0,21.0,0.7607139945030212,544.0,4981.0,19.810739287400363,0.0,0.0001,0.07905200123786926,304.78479166666665,0.0,97.375,40.03125,83.46875,259.96875,119.15625,19920.0,0.2031898611111111,-0.011139065260067582,3.3597824000000003,38.78125,335.97823999999974,9372.0,0.2380905905738473,-316.1675007125994
